track,artist,danceability,energy,valence,tempo,previously_heard,liked
Wild Wild Love,Pitbull Featuring G.R.L.,0.66,0.685,0.32,119.991,Heard,Like
Believe,Mumford & Sons,0.359,0.621,0.42200000000000004,113.699,Heard,Like
Singles You Up,Jordan Davis,0.491,0.907,0.631,199.94299999999998,Haven't Heard,Like
Drive By,Train,0.765,0.8370000000000001,0.721,122.02799999999999,Haven't Heard,Dislike
All Kinds Of Kinds,Miranda Lambert,0.392,0.741,0.461,157.166,Heard,Like
I Like The Sound Of That,Rascal Flatts,0.611,0.8,0.527,89.97399999999998,Haven't Heard,Like
Take Back The Night,Justin Timberlake,0.588,0.664,0.33299999999999996,106.50200000000001,Haven't Heard,Like
Song For Another Time,Old Dominion,0.4970000000000001,0.805,0.696,166.048,Haven't Heard,Like
I Won't Give Up,Jana Kramer,0.612,0.369,0.309,83.00399999999998,Haven't Heard,Like
CRZY,Kehlani,0.8270000000000001,0.7020000000000001,0.6940000000000001,130.02,Heard,Like
Airplanes,B.o.B Featuring Hayley Williams,0.66,0.867,0.377,93.03299999999999,Haven't Heard,Dislike
Trampoline,SHAED,0.619,0.45899999999999996,0.498,126.803,Haven't Heard,Dislike
New Level,A$AP Ferg Featuring Future,0.526,0.655,0.156,121.12700000000001,Haven't Heard,Like
Barefoot Blue Jean Night,Jake Owen,0.6,0.8079999999999999,0.809,172.016,Haven't Heard,Like
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",0.413,0.807,0.43799999999999994,149.33,Haven't Heard,Dislike
GIRL,Maren Morris,0.44,0.7929999999999999,0.447,143.599,Haven't Heard,Like
Sup Mate,Young Thug Featuring Future,0.8740000000000001,0.552,0.521,147.043,Haven't Heard,Like
Transportin',Kodak Black,0.804,0.66,0.257,94.053,Heard,Like
Church Bells,Carrie Underwood,0.575,0.8440000000000001,0.542,87.007,Haven't Heard,Like
Born This Way,Lady Gaga,0.579,0.8370000000000001,0.445,123.87899999999999,Heard,Like
Little Miss,Sugarland,0.35100000000000003,0.797,0.243,129.14,Haven't Heard,Like
Only Human,Jonas Brothers,0.795,0.496,0.8740000000000001,94.01,Heard,Like
Hurricane,Luke Combs,0.46399999999999997,0.813,0.516,75.975,Heard,Like
No Lie,2 Chainz Featuring Drake,0.634,0.665,0.611,131.108,Heard,Like
"If I'm Lyin, I'm Flyin",Kodak Black,0.715,0.617,0.28300000000000003,176.11700000000005,Haven't Heard,Dislike
Sleigh Ride,The Ronettes,0.528,0.772,0.852,91.735,Heard,Like
God Gave Me You,Blake Shelton,0.483,0.8440000000000001,0.5429999999999999,151.977,Haven't Heard,Like
Whip,2 Chainz Featuring Travis Scott,0.7929999999999999,0.39899999999999997,0.0379,121.949,Haven't Heard,Like
CoCo,O.T. Genasis,0.8859999999999999,0.628,0.17800000000000002,119.906,Haven't Heard,Like
Talk,Khalid,0.9009999999999999,0.4,0.34600000000000003,135.984,Haven't Heard,Like
My Oh My,Camila Cabello Featuring DaBaby,0.7240000000000001,0.491,0.38299999999999995,105.046,Haven't Heard,Dislike
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,0.695,0.8370000000000001,0.639,115.06700000000001,Haven't Heard,Like
Space Cadet,Metro Boomin Featuring Gunna,0.9009999999999999,0.46399999999999997,0.638,109.00399999999999,Haven't Heard,Dislike
Capsize,Frenship & Emily Warren,0.6829999999999999,0.708,0.355,92.991,Haven't Heard,Like
What Lovers Do,Maroon 5 Featuring SZA,0.799,0.591,0.41200000000000003,110.00299999999999,Haven't Heard,Dislike
The Big Bang,Katy Tiz,0.797,0.929,0.747,96.00299999999999,Haven't Heard,Like
September,Daughtry,0.43,0.703,0.32799999999999996,149.873,Heard,Like
We No Speak Americano,Yolanda Be Cool & Dcup,0.757,0.9740000000000001,0.8859999999999999,137.993,Haven't Heard,Like
Written In The Sand,Old Dominion,0.725,0.4370000000000001,0.759,83.985,Haven't Heard,Dislike
Hail To The King,Avenged Sevenfold,0.58,0.9159999999999999,0.6829999999999999,118.00399999999999,Heard,Dislike
Believer,Imagine Dragons,0.7759999999999999,0.78,0.6659999999999999,124.949,Heard,Dislike
Sweet Annie,Zac Brown Band,0.635,0.434,0.171,139.976,Haven't Heard,Like
Good Kisser,Usher,0.64,0.782,0.825,97.516,Haven't Heard,Dislike
There Was This Girl,Riley Green,0.616,0.877,0.94,127.98100000000001,Haven't Heard,Like
Waiting For Superman,Daughtry,0.5579999999999999,0.667,0.402,105.991,Heard,Dislike
Waves,Mr. Probz,0.8290000000000001,0.51,0.45,119.993,Heard,Like
We Can't Stop,Miley Cyrus,0.613,0.622,0.484,80.003,Haven't Heard,Like
M.I.L.F. $,Fergie,0.773,0.706,0.693,160.912,Haven't Heard,Dislike
I'm Comin' Over,Chris Young,0.575,0.845,0.376,127.99700000000001,Haven't Heard,Like
As Your Friend,Afrojack Featuring Chris Brown,0.654,0.7609999999999999,0.805,128.033,Haven't Heard,Dislike
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",0.745,0.34600000000000003,0.11199999999999999,203.91099999999997,Heard,Like
Something New,Wiz Khalifa Featuring Ty Dolla $ign,0.8140000000000001,0.635,0.784,87.581,Heard,Like
American Honey,Lady Antebellum,0.588,0.684,0.121,85.99700000000001,Haven't Heard,Like
XO TOUR Llif3,Lil Uzi Vert,0.732,0.75,0.401,155.096,Haven't Heard,Dislike
Come & Get It,Selena Gomez,0.546,0.787,0.573,79.979,Heard,Dislike
Kamikaze,Eminem,0.78,0.8079999999999999,0.642,79.982,Haven't Heard,Like
Real Hitta,Plies Featuring Kodak Black,0.5589999999999999,0.531,0.33299999999999996,144.36700000000005,Haven't Heard,Like
Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",0.585,0.9109999999999999,0.7809999999999999,163.933,Haven't Heard,Dislike
Numb,XXXTENTACION,0.414,0.41600000000000004,0.196,159.91,Haven't Heard,Dislike
Replay,Zendaya,0.688,0.723,0.618,140.023,Heard,Dislike
Empire State Of Mind,Glee Cast,0.507,0.884,0.7190000000000001,173.575,Heard,Like
Alone With You,Jake Owen,0.6459999999999999,0.7609999999999999,0.336,108.999,Haven't Heard,Like
Can't Be Tamed,Miley Cyrus,0.63,0.91,0.743,116.98,Haven't Heard,Dislike
Only Girl (In The World),Rihanna,0.7859999999999999,0.716,0.595,125.921,Haven't Heard,Like
Freaks,French Montana Featuring Nicki Minaj,0.7709999999999999,0.895,0.7709999999999999,96.57600000000001,Haven't Heard,Dislike
Castaway,Zac Brown Band,0.611,0.782,0.915,101.31299999999999,Haven't Heard,Dislike
All Mine,Kanye West,0.925,0.31,0.29100000000000004,121.927,Haven't Heard,Dislike
Mr. Wrong,Mary J. Blige Featuring Drake,0.693,0.6759999999999999,0.461,143.058,Haven't Heard,Like
Even Though I'm Leaving,Luke Combs,0.5539999999999999,0.755,0.624,77.962,Heard,Dislike
This Ain't No Love Song,Trace Adkins,0.502,0.87,0.545,160.006,Heard,Like
Ho Hey,The Lumineers,0.685,0.466,0.353,79.936,Haven't Heard,Like
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,0.769,0.807,0.364,82.42200000000003,Haven't Heard,Dislike
One Way Or Another (Teenage Kicks),One Direction,0.489,0.867,0.409,162.131,Haven't Heard,Like
Telephone,Lady Gaga Featuring Beyonce,0.8240000000000001,0.836,0.716,122.014,Haven't Heard,Dislike
Summer,Calvin Harris,0.596,0.856,0.743,127.949,Haven't Heard,Like
Games,Luke Bryan,0.515,0.907,0.836,157.988,Haven't Heard,Dislike
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",0.738,0.547,0.306,142.05200000000005,Haven't Heard,Like
Look At You,Big & Rich,0.503,0.8220000000000001,0.7140000000000001,164.013,Haven't Heard,Dislike
Crushed Up,Future,0.7809999999999999,0.597,0.544,158.043,Haven't Heard,Like
Purple Rain,Prince And The Revolution,0.3670000000000001,0.452,0.18899999999999997,113.066,Heard,Like
She Looks So Perfect,5 Seconds Of Summer,0.494,0.951,0.441,160.025,Heard,Like
Levitate,Hadouken!,0.5479999999999999,0.8320000000000001,0.192,133.031,Heard,Dislike
Headlines,Drake,0.636,0.5660000000000001,0.425,151.894,Haven't Heard,Dislike
Make No Sense,YoungBoy Never Broke Again,0.8759999999999999,0.733,0.9620000000000001,154.904,Heard,Dislike
Crew Love,Drake Featuring The Weeknd,0.418,0.546,0.294,160.15200000000004,Haven't Heard,Dislike
Carry Out,Timbaland Featuring Justin Timberlake,0.531,0.574,0.272,115.68,Haven't Heard,Like
Buzzkill,Luke Bryan,0.52,0.7759999999999999,0.502,144.99200000000005,Heard,Like
Take Back Home Girl,Chris Lane Featuring Tori Kelly,0.493,0.7959999999999999,0.644,159.988,Heard,Like
Rumour Has It,Adele,0.618,0.753,0.557,120.041,Heard,Dislike
Goodnight Kiss,Randy Houser,0.731,0.71,0.633,111.024,Haven't Heard,Dislike
EW!,Jimmy Fallon Featuring will.i.am,0.95,0.721,0.867,129.988,Heard,Like
Graveyard,Halsey,0.667,0.583,0.187,92.04299999999999,Heard,Dislike
When I Get You Alone,Glee Cast,0.738,0.763,0.483,108.075,Haven't Heard,Like
Trip,Ella Mai,0.47700000000000004,0.61,0.358,79.882,Haven't Heard,Like
Can't Have Everything,Drake,0.856,0.5720000000000001,0.45399999999999996,82.445,Haven't Heard,Like
Tell Your Friends,The Weeknd,0.565,0.45399999999999996,0.312,74.809,Haven't Heard,Like
The Only Exception,Paramore,0.452,0.563,0.209,137.715,Haven't Heard,Like
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,0.7859999999999999,0.6890000000000001,0.8740000000000001,157.935,Haven't Heard,Like
"Hold On, We're Going Home",Christina Grimmie,0.278,0.657,0.242,90.704,Haven't Heard,Like
Main Chick,Kid Ink Featuring Chris Brown,0.775,0.496,0.204,95.072,Haven't Heard,Dislike
Shake Me Down,Cage The Elephant,0.457,0.613,0.132,105.11,Heard,Like
Gorilla,Bruno Mars,0.7170000000000001,0.544,0.6409999999999999,139.959,Haven't Heard,Like
For You (Fifty Shades Freed),Liam Payne & Rita Ora,0.541,0.787,0.2,113.0,Haven't Heard,Like
When I See This Bar,Kenny Chesney,0.7120000000000001,0.726,0.5579999999999999,111.069,Haven't Heard,Like
You Da One,Rihanna,0.7020000000000001,0.715,0.863,127.05,Haven't Heard,Dislike
This Afternoon,Nickelback,0.507,0.875,0.647,160.079,Heard,Like
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",0.415,0.9259999999999999,0.542,158.423,Haven't Heard,Like
Free Smoke,Drake,0.736,0.491,0.203,141.97899999999996,Haven't Heard,Like
Hey Brother,Avicii,0.456,0.845,0.563,125.161,Heard,Like
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,0.64,0.624,0.46399999999999997,86.802,Haven't Heard,Like
Never Be The Same,Camila Cabello,0.637,0.713,0.243,129.923,Haven't Heard,Dislike
Clarity,Zedd Featuring Foxes,0.509,0.7809999999999999,0.17600000000000002,128.0,Heard,Dislike
Bohemian Rhapsody,Queen,0.392,0.402,0.228,143.88299999999995,Heard,Like
Flatliner,Cole Swindell,0.555,0.8959999999999999,0.578,114.995,Heard,Dislike
Soldier Of Love,Sade,0.775,0.5720000000000001,0.64,90.023,Haven't Heard,Dislike
Best Day Of My Life,American Authors,0.6729999999999999,0.902,0.5379999999999999,100.012,Haven't Heard,Like
Love Me Again,John Newman,0.495,0.894,0.213,126.03,Heard,Like
Put It Down,Brandy Featuring Chris Brown,0.7609999999999999,0.413,0.595,141.056,Heard,Like
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,0.47700000000000004,0.637,0.555,198.12,Haven't Heard,Dislike
Lust.,Kendrick Lamar,0.6779999999999999,0.562,0.5660000000000001,94.241,Haven't Heard,Like
Use Somebody,Kings Of Leon,0.276,0.715,0.17300000000000001,137.028,Heard,Like
I'm The Plug,Drake & Future,0.828,0.55,0.25,160.016,Haven't Heard,Dislike
Monopoly,Ariana Grande & Victoria Monet,0.892,0.507,0.695,143.96,Haven't Heard,Like
Everything I Shouldn't Be Thinking About,Thompson Square,0.68,0.9470000000000001,0.895,115.98299999999999,Haven't Heard,Like
Pop Out,Polo G Featuring Lil Tjay,0.772,0.639,0.261,168.112,Heard,Like
Backin' It Up,Pardison Fontaine Featuring Cardi B,0.7959999999999999,0.68,0.565,164.93200000000004,Heard,Dislike
Round Here,Florida Georgia Line,0.523,0.9540000000000001,0.9009999999999999,141.982,Haven't Heard,Like
Only Prettier,Miranda Lambert,0.389,0.695,0.778,167.968,Heard,Dislike
When I Look At You,Miley Cyrus,0.45899999999999996,0.545,0.19399999999999998,137.941,Haven't Heard,Like
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,0.6890000000000001,0.578,0.391,98.04299999999999,Haven't Heard,Dislike
Baby By Me,50 Cent Featuring Ne-Yo,0.619,0.8270000000000001,0.354,190.03099999999998,Haven't Heard,Dislike
Again,Fetty Wap,0.748,0.733,0.29100000000000004,93.01899999999999,Haven't Heard,Like
Love Sosa,Chief Keef,0.772,0.413,0.21100000000000002,131.965,Haven't Heard,Dislike
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",0.69,0.7140000000000001,0.489,112.009,Haven't Heard,Like
Round Of Applause,Waka Flocka Flame Featuring Drake,0.7120000000000001,0.758,0.903,140.02,Heard,Like
My PYT,Wale,0.563,0.414,0.446,193.549,Heard,Dislike
Acquainted,The Weeknd,0.3720000000000001,0.47700000000000004,0.254,101.09700000000001,Heard,Like
Girls Like You,Maroon 5 Featuring Cardi B,0.851,0.541,0.44799999999999995,124.959,Haven't Heard,Dislike
Good As You,Kane Brown,0.634,0.516,0.769,153.83100000000005,Heard,Like
Crooked Smile,J. Cole Featuring TLC,0.607,0.784,0.48200000000000004,81.00399999999998,Haven't Heard,Like
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,0.861,0.6659999999999999,0.853,145.041,Haven't Heard,Like
Red Roses,Lil Skies Featuring Landon Cube,0.691,0.6829999999999999,0.456,140.002,Haven't Heard,Dislike
Midnight City,M83.,0.526,0.7120000000000001,0.32,105.009,Haven't Heard,Dislike
Reminder,The Weeknd,0.705,0.505,0.391,160.043,Haven't Heard,Like
Heartbeat,Carrie Underwood,0.54,0.7659999999999999,0.435,139.999,Haven't Heard,Like
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,0.767,0.782,0.8270000000000001,116.491,Haven't Heard,Dislike
Let It Go,Idina Menzel,0.541,0.485,0.369,136.95600000000002,Haven't Heard,Like
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",0.861,0.6509999999999999,0.42100000000000004,122.985,Haven't Heard,Like
Try Everything,Shakira,0.705,0.609,0.47600000000000003,115.47399999999999,Haven't Heard,Like
Burn,Ellie Goulding,0.659,0.7140000000000001,0.392,130.015,Heard,Dislike
Bartier Cardi,Cardi B Featuring 21 Savage,0.9079999999999999,0.524,0.109,138.015,Heard,Like
Spoil My Night,Post Malone Featuring Swae Lee,0.672,0.7170000000000001,0.225,160.981,Haven't Heard,Dislike
Whiskey,Jana Kramer,0.528,0.773,0.48,143.816,Haven't Heard,Like
Chantaje,Shakira Featuring Maluma,0.852,0.773,0.907,102.03399999999999,Haven't Heard,Dislike
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,0.855,0.6940000000000001,0.49,122.07799999999999,Haven't Heard,Dislike
Rack City,Tyga,0.929,0.33899999999999997,0.273,98.986,Haven't Heard,Dislike
More Girls Like You,Kip Moore,0.555,0.746,0.7120000000000001,75.01,Heard,Like
Hideaway,Kiesza,0.838,0.72,0.204,122.99,Haven't Heard,Dislike
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,0.767,0.677,0.5379999999999999,146.155,Haven't Heard,Like
Love.,Kendrick Lamar Featuring Zacari,0.8,0.585,0.779,126.05799999999999,Haven't Heard,Like
Birthday,Katy Perry,0.7190000000000001,0.674,0.843,125.98,Heard,Like
Take Your Time,Sam Hunt,0.5579999999999999,0.7190000000000001,0.483,158.031,Haven't Heard,Dislike
Make Me Like You,Gwen Stefani,0.741,0.7140000000000001,0.799,118.036,Haven't Heard,Like
Hell On Heels,Pistol Annies,0.655,0.547,0.38299999999999995,132.226,Heard,Like
Don't,Bryson Tiller,0.765,0.35600000000000004,0.19,97.001,Haven't Heard,Like
Be Alright,Dean Lewis,0.5529999999999999,0.586,0.44299999999999995,126.684,Haven't Heard,Like
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,0.6829999999999999,0.53,0.645,75.016,Haven't Heard,Like
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,0.757,0.6729999999999999,0.574,92.958,Haven't Heard,Dislike
How To Love,Lil Wayne,0.644,0.6609999999999999,0.272,154.001,Haven't Heard,Dislike
Get Me Some Of That,Thomas Rhett,0.5489999999999999,0.866,0.767,87.964,Haven't Heard,Like
Real Life,Jake Owen,0.654,0.7490000000000001,0.774,108.00399999999999,Heard,Dislike
Self Care,Mac Miller,0.52,0.5379999999999999,0.177,141.894,Haven't Heard,Dislike
California Gurls,Katy Perry Featuring Snoop Dogg,0.7909999999999999,0.754,0.425,125.014,Haven't Heard,Like
The Motto,Drake Featuring Lil Wayne,0.7659999999999999,0.442,0.39,201.8,Haven't Heard,Like
Look At Me!,XXXTENTACION,0.763,0.726,0.349,139.059,Haven't Heard,Like
Brave,Sara Bareilles,0.551,0.836,0.758,185.063,Haven't Heard,Dislike
Like Jesus Does,Eric Church,0.5760000000000001,0.355,0.299,137.232,Haven't Heard,Like
Speak To A Girl,Tim McGraw & Faith Hill,0.466,0.504,0.222,151.719,Haven't Heard,Like
Locked Away,R. City Featuring Adam Levine,0.508,0.677,0.575,121.928,Heard,Like
Just The Way You Are,Bruno Mars,0.637,0.843,0.434,109.012,Haven't Heard,Dislike
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,0.6890000000000001,0.7909999999999999,0.755,95.04,Haven't Heard,Like
Star Of The Show,Thomas Rhett,0.695,0.6409999999999999,0.664,101.97399999999999,Haven't Heard,Like
Never Going Back Again,Glee Cast,0.528,0.446,0.742,175.979,Haven't Heard,Dislike
Yeah,Joe Nichols,0.40399999999999997,0.845,0.591,165.703,Haven't Heard,Like
Georgia Clay,Josh Kelley,0.612,0.737,0.512,106.87100000000001,Haven't Heard,Like
Litty,Meek Mill Featuring Tory Lanez,0.5920000000000001,0.701,0.282,129.501,Heard,Like
Frick Park Market,Mac Miller,0.593,0.809,0.22699999999999998,156.125,Haven't Heard,Like
Body Party,Ciara,0.5770000000000001,0.5760000000000001,0.12,133.97299999999998,Haven't Heard,Like
One That Got Away,Michael Ray,0.565,0.825,0.609,160.003,Heard,Dislike
Beachin',Jake Owen,0.527,0.902,0.7090000000000001,181.96400000000003,Haven't Heard,Dislike
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,0.552,0.698,0.6,90.006,Haven't Heard,Like
Neon,Chris Young,0.6,0.599,0.496,99.05,Heard,Like
Kill This Love,BLACKPINK,0.738,0.861,0.58,131.974,Haven't Heard,Like
Mama Said,Lukas Graham,0.7120000000000001,0.799,0.591,83.99600000000002,Heard,Like
Slow Hands,Niall Horan,0.735,0.425,0.848,85.89399999999998,Haven't Heard,Like
Look What You Made Me Do,Taylor Swift,0.7659999999999999,0.7090000000000001,0.506,128.07,Haven't Heard,Like
Good Life,G-Eazy & Kehlani,0.565,0.7709999999999999,0.573,168.385,Heard,Like
God's Country,Blake Shelton,0.5379999999999999,0.752,0.217,139.984,Haven't Heard,Like
Butterfly Effect,Travis Scott,0.763,0.628,0.193,140.958,Haven't Heard,Like
Don't Mind,Kent Jones,0.46399999999999997,0.7709999999999999,0.69,158.77700000000004,Haven't Heard,Dislike
What Do You Mean?,Justin Bieber,0.845,0.5670000000000001,0.7929999999999999,125.02,Heard,Like
Halfway Gone,Lifehouse,0.5429999999999999,0.919,0.498,125.022,Haven't Heard,Like
El Cerrito Place,Kenny Chesney,0.596,0.503,0.262,134.032,Heard,Like
7 Years,Lukas Graham,0.765,0.473,0.34,119.992,Haven't Heard,Dislike
TKO,Justin Timberlake,0.611,0.6779999999999999,0.493,137.864,Haven't Heard,Like
Lemonade,Gucci Mane,0.741,0.6579999999999999,0.746,142.05700000000004,Haven't Heard,Dislike
I Bet My Life,Imagine Dragons,0.5529999999999999,0.657,0.555,107.889,Heard,Like
Almost Is Never Enough,Ariana Grande & Nathan Sykes,0.32299999999999995,0.327,0.335,81.329,Haven't Heard,Like
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.861,0.603,0.504,98.04299999999999,Heard,Like
Un-Thinkable (I'm Ready),Alicia Keys,0.595,0.507,0.337,86.09899999999998,Haven't Heard,Like
Happy,Pharrell Williams,0.647,0.8220000000000001,0.9620000000000001,160.019,Haven't Heard,Dislike
Cheap Thrills,Sia Featuring Sean Paul,0.628,0.698,0.732,89.976,Haven't Heard,Dislike
That's A Rack,Lil Uzi Vert,0.852,0.4320000000000001,0.258,140.042,Haven't Heard,Like
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",0.845,0.39899999999999997,0.14800000000000002,143.049,Heard,Like
Outta My Head,Craig Campbell,0.6809999999999999,0.747,0.282,106.977,Haven't Heard,Like
"It's A Man's, Man's Man's World",Glee Cast,0.645,0.375,0.534,81.027,Heard,Dislike
Boo'd Up,Ella Mai,0.561,0.779,0.235,81.965,Heard,Dislike
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,0.7959999999999999,0.467,0.4,179.97400000000005,Heard,Dislike
One In A Million,Ne-Yo,0.763,0.794,0.65,99.999,Haven't Heard,Dislike
I Really Like You,Carly Rae Jepsen,0.622,0.8079999999999999,0.599,122.12100000000001,Haven't Heard,Dislike
Diamond Teeth Samurai,YoungBoy Never Broke Again,0.799,0.659,0.256,177.957,Haven't Heard,Dislike
I Hate U I Love U,gnash Featuring Olivia O'Brien,0.4920000000000001,0.275,0.18,92.6,Haven't Heard,Dislike
I Took A Pill In Ibiza,Mike Posner,0.6629999999999999,0.713,0.69,101.965,Haven't Heard,Like
Body 2 Body,Ace Hood Featuring Chris Brown,0.603,0.82,0.561,152.05700000000004,Haven't Heard,Like
Good Vibrations,Glee Cast,0.753,0.975,0.585,122.001,Haven't Heard,Like
Songbird,Glee Cast,0.32,0.0622,0.39299999999999996,183.497,Heard,Like
Feel This Moment,Pitbull Featuring Christina Aguilera,0.6729999999999999,0.758,0.542,135.95600000000002,Haven't Heard,Like
Let Me Down Easy,Billy Currington,0.606,0.4970000000000001,0.18,125.059,Heard,Like
Attention,Charlie Puth,0.775,0.613,0.797,100.066,Haven't Heard,Dislike
Tusa,Karol G & Nicki Minaj,0.8029999999999999,0.715,0.574,101.085,Haven't Heard,Dislike
Chloe (You're The One I Want),Emblem3,0.71,0.925,0.93,118.024,Heard,Like
Blinding Lights,The Weeknd,0.513,0.7959999999999999,0.345,171.017,Heard,Like
Shut It Down,Pitbull Featuring Akon,0.754,0.693,0.41100000000000003,128.062,Heard,Dislike
Arms,Christina Perri,0.46299999999999997,0.755,0.252,145.319,Haven't Heard,Like
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,0.635,0.713,0.7490000000000001,179.864,Haven't Heard,Like
Hit The Quan,iLoveMemphis,0.741,0.488,0.625,160.018,Haven't Heard,Dislike
Billy,6ix9ine,0.764,0.711,0.774,90.07600000000001,Haven't Heard,Dislike
Kelly Price,Migos Featuring Travis Scott,0.745,0.685,0.4370000000000001,121.977,Heard,Like
That's What I Like,Bruno Mars,0.851,0.556,0.843,134.031,Heard,Like
Wanna Be That Song,Brett Eldredge,0.518,0.6859999999999999,0.33399999999999996,144.065,Heard,Like
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,0.35100000000000003,0.956,0.446,83.655,Haven't Heard,Like
STOOPID,6ix9ine Featuring Bobby Shmurda,0.7240000000000001,0.685,0.862,150.016,Haven't Heard,Dislike
What If,Jason Derulo,0.429,0.757,0.5379999999999999,82.51700000000002,Heard,Like
Type Of Way,Rich Homie Quan,0.846,0.4970000000000001,0.7959999999999999,134.875,Heard,Like
Doin' What She Likes,Blake Shelton,0.581,0.767,0.8320000000000001,152.011,Heard,Dislike
Keep Me In Mind,Zac Brown Band,0.684,0.715,0.563,96.01799999999999,Haven't Heard,Like
Tonight Is The Night,Outasight,0.625,0.7859999999999999,0.537,119.98200000000001,Heard,Dislike
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",0.456,0.76,0.18899999999999997,148.063,Heard,Like
Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,0.912,0.644,0.4920000000000001,96.0,Haven't Heard,Like
No Frauds,"Nicki Minaj, Drake & Lil Wayne",0.867,0.5579999999999999,0.4320000000000001,139.061,Haven't Heard,Like
I'm All Yours,Jay Sean Featuring Pitbull,0.662,0.8909999999999999,0.7140000000000001,128.028,Heard,Like
Young Girls,Bruno Mars,0.561,0.7490000000000001,0.501,125.986,Heard,Like
Tempo,Chris Brown,0.769,0.48200000000000004,0.48700000000000004,120.959,Haven't Heard,Dislike
Am I The Only One,Dierks Bentley,0.579,0.878,0.88,165.972,Haven't Heard,Dislike
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,0.5539999999999999,0.899,0.552,171.96599999999995,Heard,Like
I'm So Tired...,Lauv & Troye Sivan,0.599,0.733,0.534,102.211,Haven't Heard,Like
Rest Of My Life,Ludacris Featuring Usher & David Guetta,0.531,0.88,0.266,127.993,Haven't Heard,Like
Prblms,6LACK,0.41700000000000004,0.58,0.139,68.58,Haven't Heard,Like
2 On,Tinashe Featuring ScHoolboy Q,0.742,0.595,0.431,101.01299999999999,Haven't Heard,Like
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",0.872,0.8140000000000001,0.57,98.985,Haven't Heard,Dislike
Lover,Taylor Swift,0.359,0.5429999999999999,0.45299999999999996,68.53399999999999,Haven't Heard,Like
Hell Of A Night,Dustin Lynch,0.499,0.797,0.591,85.054,Heard,Dislike
Smile,Uncle Kracker,0.541,0.812,0.607,141.056,Haven't Heard,Dislike
The Catalyst,Linkin Park,0.56,0.925,0.17800000000000002,135.009,Haven't Heard,Like
Lay It Down,Lloyd,0.527,0.7959999999999999,0.534,155.99,Haven't Heard,Like
Ni**as in Paris,Jay Z Kanye West,0.7879999999999999,0.8590000000000001,0.769,140.02700000000002,Haven't Heard,Dislike
Dance Again,Jennifer Lopez Featuring Pitbull,0.792,0.856,0.7140000000000001,127.988,Haven't Heard,Dislike
Spotlight,Gucci Mane Featuring Usher,0.7809999999999999,0.8059999999999999,0.69,125.01899999999999,Haven't Heard,Dislike
Gucci Gang,Lil Pump,0.9359999999999999,0.523,0.6990000000000001,119.889,Heard,Like
Beg For It,Iggy Azalea Featuring M0,0.807,0.747,0.4,93.009,Heard,Like
The London,"Young Thug, J. Cole & Travis Scott",0.7959999999999999,0.586,0.179,97.98100000000001,Haven't Heard,Like
Home,Dierks Bentley,0.61,0.69,0.462,118.038,Heard,Like
Bound 2,Kanye West,0.365,0.6659999999999999,0.311,149.445,Heard,Like
Slow Motion,Trey Songz,0.733,0.408,0.29100000000000004,94.947,Haven't Heard,Like
Tongue Tied,Grouplove,0.56,0.9359999999999999,0.371,112.96,Heard,Like
Red Opps,21 Savage,0.703,0.7090000000000001,0.569,140.998,Haven't Heard,Dislike
Blah Blah Blah,Ke$ha Featuring 3OH!3,0.752,0.836,0.519,120.00299999999999,Heard,Like
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,0.6409999999999999,0.922,0.847,146.078,Heard,Like
